,id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28
122,HOBBIES_1_127_CA_1_validation,HOBBIES_1_127,HOBBIES_1,HOBBIES,CA_1,CA,1,3,0,0,0,1,3,3,0,2,3,0,0,1,0,1,0,1,0,2,0,2,1,6,0,1,0,5
123,HOBBIES_1_128_CA_1_validation,HOBBIES_1_128,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,HOBBIES_1_129_CA_1_validation,HOBBIES_1_129,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,HOBBIES_1_130_CA_1_validation,HOBBIES_1_130,HOBBIES_1,HOBBIES,CA_1,CA,4,3,4,3,0,1,0,0,0,3,0,0,2,4,0,3,0,0,0,1,2,5,0,3,2,1,0,2
126,HOBBIES_1_131_CA_1_validation,HOBBIES_1_131,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,HOBBIES_1_132_CA_1_validation,HOBBIES_1_132,HOBBIES_1,HOBBIES,CA_1,CA,0,2,2,1,1,5,0,7,3,1,1,4,1,0,4,4,2,0,0,2,2,2,3,2,2,2,0,1
128,HOBBIES_1_133_CA_1_validation,HOBBIES_1_133,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,HOBBIES_1_134_CA_1_validation,HOBBIES_1_134,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,HOBBIES_1_135_CA_1_validation,HOBBIES_1_135,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,HOBBIES_1_136_CA_1_validation,HOBBIES_1_136,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,HOBBIES_1_137_CA_1_validation,HOBBIES_1_137,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,2,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0
133,HOBBIES_1_138_CA_1_validation,HOBBIES_1_138,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,HOBBIES_1_139_CA_1_validation,HOBBIES_1_139,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,HOBBIES_1_140_CA_1_validation,HOBBIES_1_140,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,HOBBIES_1_141_CA_1_validation,HOBBIES_1_141,HOBBIES_1,HOBBIES,CA_1,CA,2,1,3,0,2,0,3,4,1,1,1,3,1,0,2,3,2,0,1,1,2,2,2,2,2,0,0,2
137,HOBBIES_1_142_CA_1_validation,HOBBIES_1_142,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,HOBBIES_1_143_CA_1_validation,HOBBIES_1_143,HOBBIES_1,HOBBIES,CA_1,CA,0,2,2,0,1,1,1,3,0,1,4,0,0,1,1,0,1,1,0,0,1,4,0,2,0,0,1,0
139,HOBBIES_1_144_CA_1_validation,HOBBIES_1_144,HOBBIES_1,HOBBIES,CA_1,CA,3,0,1,0,3,2,0,2,1,1,2,2,2,5,2,3,0,2,1,1,3,1,3,0,0,2,2,2
140,HOBBIES_1_145_CA_1_validation,HOBBIES_1_145,HOBBIES_1,HOBBIES,CA_1,CA,0,12,0,4,0,0,4,0,4,0,0,5,3,0,11,0,0,9,0,0,2,0,0,0,0,0,2,0
141,HOBBIES_1_146_CA_1_validation,HOBBIES_1_146,HOBBIES_1,HOBBIES,CA_1,CA,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
142,HOBBIES_1_147_CA_1_validation,HOBBIES_1_147,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,HOBBIES_1_148_CA_1_validation,HOBBIES_1_148,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,HOBBIES_1_149_CA_1_validation,HOBBIES_1_149,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,HOBBIES_1_150_CA_1_validation,HOBBIES_1_150,HOBBIES_1,HOBBIES,CA_1,CA,3,1,5,5,0,0,1,5,11,0,0,0,1,2,7,2,1,0,1,3,7,4,2,1,3,3,0,0
146,HOBBIES_1_151_CA_1_validation,HOBBIES_1_151,HOBBIES_1,HOBBIES,CA_1,CA,2,1,2,1,1,2,1,1,0,1,0,1,0,1,0,1,0,3,1,0,2,1,1,1,0,2,0,0
147,HOBBIES_1_152_CA_1_validation,HOBBIES_1_152,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,HOBBIES_1_153_CA_1_validation,HOBBIES_1_153,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,HOBBIES_1_154_CA_1_validation,HOBBIES_1_154,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,HOBBIES_1_155_CA_1_validation,HOBBIES_1_155,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,HOBBIES_1_156_CA_1_validation,HOBBIES_1_156,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,HOBBIES_1_157_CA_1_validation,HOBBIES_1_157,HOBBIES_1,HOBBIES,CA_1,CA,0,0,2,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
153,HOBBIES_1_158_CA_1_validation,HOBBIES_1_158,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,HOBBIES_1_159_CA_1_validation,HOBBIES_1_159,HOBBIES_1,HOBBIES,CA_1,CA,2,1,0,4,1,7,0,1,0,0,0,0,0,1,0,4,2,0,0,0,1,2,2,2,1,1,1,0
155,HOBBIES_1_160_CA_1_validation,HOBBIES_1_160,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,HOBBIES_1_161_CA_1_validation,HOBBIES_1_161,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,HOBBIES_1_162_CA_1_validation,HOBBIES_1_162,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,HOBBIES_1_163_CA_1_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_1,CA,0,0,1,0,0,0,0,0,3,0,1,1,0,2,1,2,1,0,1,0,0,0,0,0,1,1,0,0
159,HOBBIES_1_164_CA_1_validation,HOBBIES_1_164,HOBBIES_1,HOBBIES,CA_1,CA,3,2,2,0,0,0,0,4,3,0,0,0,1,3,1,2,1,1,1,0,1,3,1,1,2,1,0,1
160,HOBBIES_1_165_CA_1_validation,HOBBIES_1_165,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,HOBBIES_1_166_CA_1_validation,HOBBIES_1_166,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,HOBBIES_1_167_CA_1_validation,HOBBIES_1_167,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,HOBBIES_1_168_CA_1_validation,HOBBIES_1_168,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,HOBBIES_1_169_CA_1_validation,HOBBIES_1_169,HOBBIES_1,HOBBIES,CA_1,CA,45,15,13,8,29,5,3,13,7,24,28,25,1,0,21,3,27,16,40,7,2,24,0,0,1,10,13,5
165,HOBBIES_1_170_CA_1_validation,HOBBIES_1_170,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,HOBBIES_1_171_CA_1_validation,HOBBIES_1_171,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,HOBBIES_1_172_CA_1_validation,HOBBIES_1_172,HOBBIES_1,HOBBIES,CA_1,CA,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,0,3,3,1,2,0,0,0,1
168,HOBBIES_1_173_CA_1_validation,HOBBIES_1_173,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,HOBBIES_1_174_CA_1_validation,HOBBIES_1_174,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,HOBBIES_1_175_CA_1_validation,HOBBIES_1_175,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
171,HOBBIES_1_176_CA_1_validation,HOBBIES_1_176,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,HOBBIES_1_177_CA_1_validation,HOBBIES_1_177,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,HOBBIES_1_178_CA_1_validation,HOBBIES_1_178,HOBBIES_1,HOBBIES,CA_1,CA,10,19,12,6,5,7,6,38,10,3,2,5,10,6,13,9,20,6,0,0,0,13,2,15,8,27,7,0
174,HOBBIES_1_179_CA_1_validation,HOBBIES_1_179,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,HOBBIES_1_180_CA_1_validation,HOBBIES_1_180,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,HOBBIES_1_181_CA_1_validation,HOBBIES_1_181,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,HOBBIES_1_183_CA_1_validation,HOBBIES_1_183,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,HOBBIES_1_184_CA_1_validation,HOBBIES_1_184,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,HOBBIES_1_185_CA_1_validation,HOBBIES_1_185,HOBBIES_1,HOBBIES,CA_1,CA,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0
180,HOBBIES_1_186_CA_1_validation,HOBBIES_1_186,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,HOBBIES_1_187_CA_1_validation,HOBBIES_1_187,HOBBIES_1,HOBBIES,CA_1,CA,0,1,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,HOBBIES_1_188_CA_1_validation,HOBBIES_1_188,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,HOBBIES_1_189_CA_1_validation,HOBBIES_1_189,HOBBIES_1,HOBBIES,CA_1,CA,8,3,5,5,4,11,1,7,3,7,4,2,3,1,0,0,0,0,14,51,6,29,7,11,0,4,35,10
184,HOBBIES_1_190_CA_1_validation,HOBBIES_1_190,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,HOBBIES_1_191_CA_1_validation,HOBBIES_1_191,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,HOBBIES_1_192_CA_1_validation,HOBBIES_1_192,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,HOBBIES_1_193_CA_1_validation,HOBBIES_1_193,HOBBIES_1,HOBBIES,CA_1,CA,3,0,1,2,1,0,1,2,0,1,1,2,1,0,1,3,5,1,0,0,1,1,0,2,1,0,2,1
188,HOBBIES_1_194_CA_1_validation,HOBBIES_1_194,HOBBIES_1,HOBBIES,CA_1,CA,5,5,2,5,2,4,9,9,0,6,5,1,2,4,7,6,3,2,1,4,5,5,2,3,1,2,5,0
189,HOBBIES_1_195_CA_1_validation,HOBBIES_1_195,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,HOBBIES_1_197_CA_1_validation,HOBBIES_1_197,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,HOBBIES_1_198_CA_1_validation,HOBBIES_1_198,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,HOBBIES_1_199_CA_1_validation,HOBBIES_1_199,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,HOBBIES_1_200_CA_1_validation,HOBBIES_1_200,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,HOBBIES_1_201_CA_1_validation,HOBBIES_1_201,HOBBIES_1,HOBBIES,CA_1,CA,3,3,2,2,1,1,2,4,3,0,0,2,0,2,5,1,1,3,2,1,0,2,3,1,0,0,0,0
195,HOBBIES_1_202_CA_1_validation,HOBBIES_1_202,HOBBIES_1,HOBBIES,CA_1,CA,2,0,0,12,0,1,4,4,5,0,6,4,0,0,1,0,2,2,0,2,2,4,2,7,0,3,6,0
196,HOBBIES_1_203_CA_1_validation,HOBBIES_1_203,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,HOBBIES_1_204_CA_1_validation,HOBBIES_1_204,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,HOBBIES_1_205_CA_1_validation,HOBBIES_1_205,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,HOBBIES_1_206_CA_1_validation,HOBBIES_1_206,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,HOBBIES_1_207_CA_1_validation,HOBBIES_1_207,HOBBIES_1,HOBBIES,CA_1,CA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,HOBBIES_1_208_CA_1_validation,HOBBIES_1_208,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,HOBBIES_1_209_CA_1_validation,HOBBIES_1_209,HOBBIES_1,HOBBIES,CA_1,CA,4,4,1,15,1,4,0,4,1,2,0,13,12,4,13,5,27,6,0,0,0,0,10,24,14,0,4,1
203,HOBBIES_1_210_CA_1_validation,HOBBIES_1_210,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,HOBBIES_1_211_CA_1_validation,HOBBIES_1_211,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,HOBBIES_1_212_CA_1_validation,HOBBIES_1_212,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,HOBBIES_1_213_CA_1_validation,HOBBIES_1_213,HOBBIES_1,HOBBIES,CA_1,CA,3,0,0,0,2,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,6,0,3,0,2,0,0,0
207,HOBBIES_1_214_CA_1_validation,HOBBIES_1_214,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1
208,HOBBIES_1_215_CA_1_validation,HOBBIES_1_215,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,1,3,1,0,1,0,1,1,1,0,0
209,HOBBIES_1_216_CA_1_validation,HOBBIES_1_216,HOBBIES_1,HOBBIES,CA_1,CA,7,5,6,3,0,2,5,7,10,0,7,0,0,2,2,2,1,1,3,3,1,6,1,1,1,0,2,5
210,HOBBIES_1_217_CA_1_validation,HOBBIES_1_217,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,HOBBIES_1_218_CA_1_validation,HOBBIES_1_218,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,HOBBIES_1_219_CA_1_validation,HOBBIES_1_219,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,HOBBIES_1_220_CA_1_validation,HOBBIES_1_220,HOBBIES_1,HOBBIES,CA_1,CA,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,3,0,0
214,HOBBIES_1_221_CA_1_validation,HOBBIES_1_221,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,1,1,1,0,0,1,1,0,2,3,0,0,0,0,1,1,0,0,0,0,3,0,1
215,HOBBIES_1_223_CA_1_validation,HOBBIES_1_223,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,HOBBIES_1_224_CA_1_validation,HOBBIES_1_224,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,HOBBIES_1_225_CA_1_validation,HOBBIES_1_225,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,HOBBIES_1_226_CA_1_validation,HOBBIES_1_226,HOBBIES_1,HOBBIES,CA_1,CA,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,3,0,0,1,1,3,0,0,0,1,0,0,0
219,HOBBIES_1_227_CA_1_validation,HOBBIES_1_227,HOBBIES_1,HOBBIES,CA_1,CA,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3
220,HOBBIES_1_228_CA_1_validation,HOBBIES_1_228,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,HOBBIES_1_229_CA_1_validation,HOBBIES_1_229,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,HOBBIES_1_230_CA_1_validation,HOBBIES_1_230,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,HOBBIES_1_231_CA_1_validation,HOBBIES_1_231,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,HOBBIES_1_232_CA_1_validation,HOBBIES_1_232,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,HOBBIES_1_233_CA_1_validation,HOBBIES_1_233,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,7,0,0,6,6,5,17,2,13,19,10,1,4,17,9,0,0,0,19,7,9,1,0,7,1
226,HOBBIES_1_234_CA_1_validation,HOBBIES_1_234,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,HOBBIES_1_235_CA_1_validation,HOBBIES_1_235,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,HOBBIES_1_236_CA_1_validation,HOBBIES_1_236,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,HOBBIES_1_237_CA_1_validation,HOBBIES_1_237,HOBBIES_1,HOBBIES,CA_1,CA,3,2,1,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3
230,HOBBIES_1_238_CA_1_validation,HOBBIES_1_238,HOBBIES_1,HOBBIES,CA_1,CA,1,1,0,2,1,0,2,2,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,2,2,0,0,2
231,HOBBIES_1_239_CA_1_validation,HOBBIES_1_239,HOBBIES_1,HOBBIES,CA_1,CA,1,0,0,1,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0
232,HOBBIES_1_240_CA_1_validation,HOBBIES_1_240,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,HOBBIES_1_241_CA_1_validation,HOBBIES_1_241,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,HOBBIES_1_242_CA_1_validation,HOBBIES_1_242,HOBBIES_1,HOBBIES,CA_1,CA,7,8,1,1,1,6,10,4,0,2,2,3,6,13,6,3,1,4,4,9,7,9,8,4,4,2,3,4
235,HOBBIES_1_243_CA_1_validation,HOBBIES_1_243,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,HOBBIES_1_244_CA_1_validation,HOBBIES_1_244,HOBBIES_1,HOBBIES,CA_1,CA,5,0,19,16,9,11,3,39,6,20,5,8,13,12,5,23,5,19,0,0,0,5,8,24,6,5,10,0
237,HOBBIES_1_245_CA_1_validation,HOBBIES_1_245,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,HOBBIES_1_246_CA_1_validation,HOBBIES_1_246,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,HOBBIES_1_247_CA_1_validation,HOBBIES_1_247,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,HOBBIES_1_248_CA_1_validation,HOBBIES_1_248,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,HOBBIES_1_249_CA_1_validation,HOBBIES_1_249,HOBBIES_1,HOBBIES,CA_1,CA,0,1,0,1,0,0,1,2,1,2,1,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1
242,HOBBIES_1_250_CA_1_validation,HOBBIES_1_250,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,HOBBIES_1_251_CA_1_validation,HOBBIES_1_251,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,HOBBIES_1_252_CA_1_validation,HOBBIES_1_252,HOBBIES_1,HOBBIES,CA_1,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
